"ï.¿location"	"subject"	"measure"	"time"	"value"	"Country"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2011	6079	"Norway"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2012	6154	"Norway"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2014	4972	"Norway"
"NOR"	"DEATH"	"NBR"	2006	242	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2001	60.92	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2013	36.81	"Norway"
"NOR"	"DEATH"	"1000000VEH"	2004	85.47	"Norway"
"NOR"	"INJURE"	"NBR"	2013	6842	"Norway"
"NOR"	"DEATH"	"NBR"	2008	255	"Norway"
"NOR"	"INJURE"	"NBR"	2015	5687	"Norway"
"NOR"	"INJURE"	"NBR"	2001	11522	"Norway"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2013	5241	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2014	28.61	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2011	33.92	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2015	22.52	"Norway"
"NOR"	"DEATH"	"1000000VEH"	2011	46.83	"Norway"
"NOR"	"DEATH"	"NBR"	2005	224	"Norway"
"NOR"	"DEATH"	"NBR"	2004	257	"Norway"
"NOR"	"DEATH"	"1000000VEH"	2003	95.11	"Norway"
"NOR"	"INJURE"	"NBR"	2000	11662	"Norway"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2001	8244	"Norway"
"NOR"	"INJURE"	"NBR"	2012	8195	"Norway"
"NOR"	"DEATH"	"NBR"	2009	212	"Norway"
"NOR"	"DEATH"	"NBR"	2015	117	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2008	53.48	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2010	42.54	"Norway"
"NOR"	"DEATH"	"NBR"	2001	275	"Norway"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2016	4374	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2004	55.97	"Norway"
"NOR"	"DEATH"	"NBR"	2003	280	"Norway"
"NOR"	"INJURE"	"NBR"	2005	11214	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2000	75.93	"Norway"
"NOR"	"ACCIDENTCASUAL"	"NBR"	2000	8440	"Norway"
"NOR"	"DEATH"	"NBR"	2007	233	"Norway"
"NOR"	"INJURE"	"NBR"	2009	9844	"Norway"
"NOR"	"INJURE"	"NBR"	2011	8363	"Norway"
"NOR"	"DEATH"	"NBR"	2002	310	"Norway"
"NOR"	"INJURE"	"NBR"	2002	12395	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2009	43.9	"Norway"
"NOR"	"DEATH"	"NBR"	2000	341	"Norway"
"NOR"	"DEATH"	"NBR"	2016	135	"Norway"
"NOR"	"DEATH"	"1000000HAB"	2012	28.89	"Norway"
"NOR"	"DEATH"	"NBR"	2013	187	"Norway"
"NOR"	"DEATH"	"NBR"	2012	145	"Norway"
"NOR"	"DEATH"	"NBR"	2010	208	"Norway"
"NOR"	"DEATH"	"1000000VEH"	2002	107.53	"Norway"
"NOR"	"DEATH"	"1000000VEH"	2000	122.79	"Norway"
"NOR"	"INJURE"	"NBR"	2010	9130	"Norway"
"NOR"	"DEATH"	"NBR"	2011	168	"Norway"
"NOR"	"INJURE"	"NBR"	2008	10868	"Norway"
"NOR"	"INJURE"	"NBR"	2003	11851	"Norway"
"NOR"	"INJURE"	"NBR"	2004	12121	"Norway"
"NOR"	"DEATH"	"NBR"	2014	147	"Norway"
"NOR"	"INJURE"	"NBR"	2006	11126	"Norway"
"NOR"	"DEATH"	"1000000VEH"	2001	97.52	"Norway"
"NOR"	"INJURE"	"NBR"	2007	12082	"Norway"
"NZL"	"DEATH"	"1000000VEH"	2000	177.56	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2008	112.68	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2002	149.45	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2007	132.02	"New Zealand"
"NZL"	"DEATH"	"NBR"	2012	308	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2016	9968	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2011	9804	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2001	172.81	"New Zealand"
"NZL"	"INJURE"	"NBR"	2005	14451	"New Zealand"
"NZL"	"INJURE"	"NBR"	2006	15174	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2013	9347	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2003	164.58	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2012	9604	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2014	8880	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2006	125.8	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2003	10615	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2012	94.77	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2010	10886	"New Zealand"
"NZL"	"INJURE"	"NBR"	2003	14372	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2013	56.96	"New Zealand"
"NZL"	"DEATH"	"NBR"	2016	328	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2015	69.41	"New Zealand"
"NZL"	"DEATH"	"NBR"	2011	284	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2000	7830	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2002	10163	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2005	133.66	"New Zealand"
"NZL"	"INJURE"	"NBR"	2000	10962	"New Zealand"
"NZL"	"DEATH"	"NBR"	2002	405	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2010	116.08	"New Zealand"
"NZL"	"INJURE"	"NBR"	2016	12456	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2008	11647	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2009	11125	"New Zealand"
"NZL"	"DEATH"	"NBR"	2010	375	"New Zealand"
"NZL"	"INJURE"	"NBR"	2007	16013	"New Zealand"
"NZL"	"DEATH"	"NBR"	2015	319	"New Zealand"
"NZL"	"DEATH"	"NBR"	2013	253	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2014	64.97	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2001	8865	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2004	148.92	"New Zealand"
"NZL"	"INJURE"	"NBR"	2004	13890	"New Zealand"
"NZL"	"DEATH"	"NBR"	2001	455	"New Zealand"
"NZL"	"INJURE"	"NBR"	2015	12270	"New Zealand"
"NZL"	"INJURE"	"NBR"	2012	12122	"New Zealand"
"NZL"	"DEATH"	"NBR"	2003	461	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2006	11293	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2007	12042	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2011	64.78	"New Zealand"
"NZL"	"DEATH"	"NBR"	2014	293	"New Zealand"
"NZL"	"INJURE"	"NBR"	2008	15174	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2008	85.92	"New Zealand"
"NZL"	"INJURE"	"NBR"	2009	14540	"New Zealand"
"NZL"	"DEATH"	"NBR"	2000	462	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2015	9737	"New Zealand"
"NZL"	"INJURE"	"NBR"	2011	12574	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2005	10808	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2012	69.87	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2011	87.83	"New Zealand"
"NZL"	"ACCIDENTCASUAL"	"NBR"	2004	10367	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2007	99.67	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2014	86.23	"New Zealand"
"NZL"	"DEATH"	"NBR"	2007	421	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2010	86.19	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2004	106.42	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2005	97.97	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2009	119.57	"New Zealand"
"NZL"	"INJURE"	"NBR"	2002	13918	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2009	89.48	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2003	114.47	"New Zealand"
"NZL"	"DEATH"	"NBR"	2008	366	"New Zealand"
"NZL"	"INJURE"	"NBR"	2014	11219	"New Zealand"
"NZL"	"INJURE"	"NBR"	2001	12368	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2000	119.76	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2001	117.25	"New Zealand"
"NZL"	"DEATH"	"NBR"	2009	385	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2015	90.76	"New Zealand"
"NZL"	"DEATH"	"NBR"	2006	393	"New Zealand"
"NZL"	"DEATH"	"NBR"	2005	405	"New Zealand"
"NZL"	"DEATH"	"1000000VEH"	2013	76.56	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2002	102.57	"New Zealand"
"NZL"	"INJURE"	"NBR"	2013	11781	"New Zealand"
"NZL"	"INJURE"	"NBR"	2010	14031	"New Zealand"
"NZL"	"DEATH"	"1000000HAB"	2006	93.92	"New Zealand"
"NZL"	"DEATH"	"NBR"	2004	435	"New Zealand"
"POL"	"DEATH"	"NBR"	2008	5437	"Poland"
"POL"	"DEATH"	"1000000VEH"	2014	126.79	"Poland"
"POL"	"DEATH"	"1000000VEH"	2012	150.45	"Poland"
"POL"	"DEATH"	"NBR"	2009	4572	"Poland"
"POL"	"DEATH"	"NBR"	2011	4189	"Poland"
"POL"	"DEATH"	"NBR"	2007	5583	"Poland"
"POL"	"INJURE"	"NBR"	2004	64661	"Poland"
"POL"	"DEATH"	"1000000VEH"	2011	181.19	"Poland"
"POL"	"DEATH"	"1000000VEH"	2000	446.19	"Poland"
"POL"	"DEATH"	"1000000VEH"	2005	323.76	"Poland"
"POL"	"DEATH"	"NBR"	2010	3907	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2006	46876	"Poland"
"POL"	"INJURE"	"NBR"	2013	44059	"Poland"
"POL"	"INJURE"	"NBR"	2014	42545	"Poland"
"POL"	"INJURE"	"NBR"	2005	61191	"Poland"
"POL"	"DEATH"	"1000000HAB"	2000	164.51	"Poland"
"POL"	"DEATH"	"1000000VEH"	2013	136.9	"Poland"
"POL"	"INJURE"	"NBR"	2003	63900	"Poland"
"POL"	"DEATH"	"1000000HAB"	2001	144.69	"Poland"
"POL"	"DEATH"	"1000000VEH"	2015	112.35	"Poland"
"POL"	"INJURE"	"NBR"	2016	40766	"Poland"
"POL"	"DEATH"	"1000000HAB"	2004	149.6	"Poland"
"POL"	"DEATH"	"1000000VEH"	2001	375.93	"Poland"
"POL"	"DEATH"	"1000000VEH"	2006	290.71	"Poland"
"POL"	"DEATH"	"1000000VEH"	2010	176.67	"Poland"
"POL"	"INJURE"	"NBR"	2012	45792	"Poland"
"POL"	"DEATH"	"1000000VEH"	2009	215.75	"Poland"
"POL"	"INJURE"	"NBR"	2015	39778	"Poland"
"POL"	"DEATH"	"1000000HAB"	2014	84.24	"Poland"
"POL"	"DEATH"	"NBR"	2006	5243	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2010	38832	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2003	51078	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2004	51069	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2005	48100	"Poland"
"POL"	"DEATH"	"1000000HAB"	2003	147.63	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2013	35847	"Poland"
"POL"	"DEATH"	"1000000VEH"	2002	375.4	"Poland"
"POL"	"DEATH"	"1000000VEH"	2003	354.74	"Poland"
"POL"	"DEATH"	"1000000VEH"	2007	286.73	"Poland"
"POL"	"DEATH"	"1000000VEH"	2008	254.82	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2009	44196	"Poland"
"POL"	"INJURE"	"NBR"	2010	48952	"Poland"
"POL"	"DEATH"	"1000000HAB"	2015	77.32	"Poland"
"POL"	"DEATH"	"1000000HAB"	2013	88.25	"Poland"
"POL"	"INJURE"	"NBR"	2002	67498	"Poland"
"POL"	"DEATH"	"NBR"	2016	3026	"Poland"
"POL"	"DEATH"	"1000000HAB"	2002	152.42	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2011	40065	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2012	37062	"Poland"
"POL"	"INJURE"	"NBR"	2011	49501	"Poland"
"POL"	"INJURE"	"NBR"	2006	59123	"Poland"
"POL"	"INJURE"	"NBR"	2007	63224	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2000	57331	"Poland"
"POL"	"INJURE"	"NBR"	2001	68194	"Poland"
"POL"	"DEATH"	"NBR"	2004	5712	"Poland"
"POL"	"DEATH"	"NBR"	2005	5444	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2002	53559	"Poland"
"POL"	"DEATH"	"1000000VEH"	2004	342.02	"Poland"
"POL"	"DEATH"	"NBR"	2014	3202	"Poland"
"POL"	"DEATH"	"NBR"	2015	2938	"Poland"
"POL"	"DEATH"	"NBR"	2002	5827	"Poland"
"POL"	"DEATH"	"1000000HAB"	2012	93.98	"Poland"
"POL"	"INJURE"	"NBR"	2009	56046	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2014	34970	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2008	49054	"Poland"
"POL"	"DEATH"	"1000000HAB"	2005	142.64	"Poland"
"POL"	"DEATH"	"NBR"	2013	3357	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2001	53799	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2007	49536	"Poland"
"POL"	"DEATH"	"1000000HAB"	2011	110.05	"Poland"
"POL"	"DEATH"	"NBR"	2003	5640	"Poland"
"POL"	"DEATH"	"NBR"	2012	3577	"Poland"
"POL"	"INJURE"	"NBR"	2008	62097	"Poland"
"POL"	"DEATH"	"NBR"	2001	5534	"Poland"
"POL"	"INJURE"	"NBR"	2000	71638	"Poland"
"POL"	"DEATH"	"1000000HAB"	2008	142.61	"Poland"
"POL"	"DEATH"	"NBR"	2000	6294	"Poland"
"POL"	"DEATH"	"1000000HAB"	2010	102.7	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2016	33664	"Poland"
"POL"	"DEATH"	"1000000HAB"	2009	119.84	"Poland"
"POL"	"DEATH"	"1000000HAB"	2007	146.46	"Poland"
"POL"	"DEATH"	"1000000HAB"	2006	137.46	"Poland"
"POL"	"ACCIDENTCASUAL"	"NBR"	2015	32967	"Poland"
"PRT"	"INJURE"	"NBR"	2000	59696	"Portugal"
"PRT"	"DEATH"	"NBR"	2009	737	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2008	33613	"Portugal"
"PRT"	"DEATH"	"NBR"	2001	1671	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2000	44159	"Portugal"
"PRT"	"DEATH"	"NBR"	2004	1294	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2009	35484	"Portugal"
"PRT"	"DEATH"	"NBR"	2003	1546	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2004	38930	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2001	42521	"Portugal"
"PRT"	"INJURE"	"NBR"	2012	38105	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2003	41495	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2011	32541	"Portugal"
"PRT"	"DEATH"	"NBR"	2010	937	"Portugal"
"PRT"	"DEATH"	"NBR"	2002	1675	"Portugal"
"PRT"	"DEATH"	"NBR"	2000	1857	"Portugal"
"PRT"	"DEATH"	"NBR"	2007	974	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2002	42219	"Portugal"
"PRT"	"DEATH"	"NBR"	2008	885	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2001	337.1	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2007	92.38	"Portugal"
"PRT"	"INJURE"	"NBR"	2013	38753	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2010	35426	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2000	391.52	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2005	37066	"Portugal"
"PRT"	"DEATH"	"NBR"	2006	969	"Portugal"
"PRT"	"DEATH"	"NBR"	2005	1247	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2011	84.39	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2006	35680	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2005	227.51	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2007	35311	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2006	174.69	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2006	92.09	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2015	31953	"Portugal"
"PRT"	"INJURE"	"NBR"	2007	46198	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2007	172.48	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2009	69.74	"Portugal"
"PRT"	"DEATH"	"NBR"	2011	891	"Portugal"
"PRT"	"DEATH"	"NBR"	2012	718	"Portugal"
"PRT"	"INJURE"	"NBR"	2009	46414	"Portugal"
"PRT"	"INJURE"	"NBR"	2008	43824	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2003	297.48	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2004	241.15	"Portugal"
"PRT"	"INJURE"	"NBR"	2011	41960	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2008	83.82	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2001	161.25	"Portugal"
"PRT"	"INJURE"	"NBR"	2014	39015	"Portugal"
"PRT"	"INJURE"	"NBR"	2001	56839	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2002	327.08	"Portugal"
"PRT"	"DEATH"	"NBR"	2013	637	"Portugal"
"PRT"	"DEATH"	"NBR"	2014	638	"Portugal"
"PRT"	"DEATH"	"NBR"	2015	593	"Portugal"
"PRT"	"INJURE"	"NBR"	2010	46365	"Portugal"
"PRT"	"INJURE"	"NBR"	2006	47018	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2000	180.47	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2003	147.82	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2008	154.83	"Portugal"
"PRT"	"INJURE"	"NBR"	2002	56379	"Portugal"
"PRT"	"INJURE"	"NBR"	2003	55068	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2013	30339	"Portugal"
"PRT"	"INJURE"	"NBR"	2004	51850	"Portugal"
"PRT"	"INJURE"	"NBR"	2005	49096	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2005	118.72	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2002	160.75	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2012	124.33	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2010	88.62	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2012	29867	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2009	127.71	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2014	61.34	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2014	111.52	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2004	123.43	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2013	111.31	"Portugal"
"PRT"	"INJURE"	"NBR"	2015	40956	"Portugal"
"PRT"	"ACCIDENTCASUAL"	"NBR"	2014	30604	"Portugal"
"PRT"	"DEATH"	"1000000VEH"	2010	161.69	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2013	60.91	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2012	68.28	"Portugal"
"PRT"	"DEATH"	"1000000HAB"	2015	57.3	"Portugal"
"ROU"	"INJURE"	"NBR"	2001	5963	"Romania"
"ROU"	"INJURE"	"NBR"	2000	6315	"Romania"
"ROU"	"INJURE"	"NBR"	2013	31464	"Romania"
"ROU"	"INJURE"	"NBR"	2002	5777	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2001	7244	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2000	7555	"Romania"
"ROU"	"INJURE"	"NBR"	2004	5594	"Romania"
"ROU"	"INJURE"	"NBR"	2014	32334	"Romania"
"ROU"	"INJURE"	"NBR"	2003	5538	"Romania"
"ROU"	"INJURE"	"NBR"	2016	39562	"Romania"
"ROU"	"DEATH"	"NBR"	2008	3065	"Romania"
"ROU"	"DEATH"	"NBR"	2009	2797	"Romania"
"ROU"	"INJURE"	"NBR"	2015	36897	"Romania"
"ROU"	"DEATH"	"NBR"	2011	2018	"Romania"
"ROU"	"DEATH"	"NBR"	2012	2042	"Romania"
"ROU"	"DEATH"	"NBR"	2013	1861	"Romania"
"ROU"	"DEATH"	"NBR"	2014	1818	"Romania"
"ROU"	"DEATH"	"NBR"	2015	1893	"Romania"
"ROU"	"DEATH"	"NBR"	2016	1913	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2002	7047	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2003	6654	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2004	6860	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2005	7226	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2006	21904	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2007	24662	"Romania"
"ROU"	"DEATH"	"NBR"	2010	2377	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2009	28612	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2010	25996	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2011	26648	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2012	26928	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2013	24827	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2014	25355	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2015	28944	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2016	30751	"Romania"
"ROU"	"INJURE"	"NBR"	2005	5868	"Romania"
"ROU"	"INJURE"	"NBR"	2006	26124	"Romania"
"ROU"	"INJURE"	"NBR"	2007	29604	"Romania"
"ROU"	"INJURE"	"NBR"	2008	36931	"Romania"
"ROU"	"INJURE"	"NBR"	2009	35523	"Romania"
"ROU"	"INJURE"	"NBR"	2010	32414	"Romania"
"ROU"	"INJURE"	"NBR"	2011	33491	"Romania"
"ROU"	"INJURE"	"NBR"	2012	34209	"Romania"
"ROU"	"DEATH"	"NBR"	2000	2499	"Romania"
"ROU"	"DEATH"	"NBR"	2001	2461	"Romania"
"ROU"	"DEATH"	"NBR"	2002	2398	"Romania"
"ROU"	"DEATH"	"NBR"	2003	2235	"Romania"
"ROU"	"DEATH"	"NBR"	2004	2418	"Romania"
"ROU"	"DEATH"	"NBR"	2005	2641	"Romania"
"ROU"	"DEATH"	"NBR"	2006	2587	"Romania"
"ROU"	"DEATH"	"NBR"	2007	2800	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2000	735.69	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2001	700.52	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2002	663.16	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2003	596.76	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2004	619.24	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2005	654.7	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2006	687.67	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2007	657.99	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2008	637.11	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2009	553.44	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2010	462.69	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2011	389.09	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2012	380.23	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2013	330.67	"Romania"
"ROU"	"DEATH"	"1000000VEH"	2014	308.49	"Romania"
"ROU"	"ACCIDENTCASUAL"	"NBR"	2008	29861	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2000	111.35	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2001	111.2	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2002	110.35	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2003	103.6	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2004	112.72	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2005	123.88	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2006	122.06	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2007	134.08	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2008	149.24	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2009	137.33	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2010	117.4	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2011	100.16	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2012	101.8	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2013	93.13	"Romania"
"ROU"	"DEATH"	"1000000HAB"	2014	91.32	"Romania"
"RUS"	"DEATH"	"1000000HAB"	2014	187.44	"Russia"
"RUS"	"INJURE"	"NBR"	2011	251848	"Russia"
"RUS"	"INJURE"	"NBR"	2013	258437	"Russia"
"RUS"	"INJURE"	"NBR"	2010	250635	"Russia"
"RUS"	"DEATH"	"1000000HAB"	2015	160.41	"Russia"
"RUS"	"DEATH"	"1000000HAB"	2010	185.98	"Russia"
"RUS"	"DEATH"	"1000000HAB"	2011	195.53	"Russia"
"RUS"	"ACCIDENTCASUAL"	"NBR"	2016	173694	"Russia"
"RUS"	"DEATH"	"NBR"	2008	29936	"Russia"
"RUS"	"DEATH"	"NBR"	2003	35602	"Russia"
"RUS"	"DEATH"	"NBR"	2016	20308	"Russia"
"RUS"	"INJURE"	"NBR"	2012	258618	"Russia"
"RUS"	"DEATH"	"NBR"	2001	30916	"Russia"
"RUS"	"DEATH"	"NBR"	2000	29594	"Russia"
"RUS"	"ACCIDENTCASUAL"	"NBR"	2008	218322	"Russia"
"RUS"	"INJURE"	"NBR"	2008	270883	"Russia"
"RUS"	"DEATH"	"1000000HAB"	2013	188.32	"Russia"
"RUS"	"ACCIDENTCASUAL"	"NBR"	2013	204068	"Russia"
"RUS"	"DEATH"	"NBR"	2002	33243	"Russia"
"RUS"	"ACCIDENTCASUAL"	"NBR"	2015	184000	"Russia"
"RUS"	"DEATH"	"1000000HAB"	2012	195.47	"Russia"
"RUS"	"DEATH"	"NBR"	2006	32724	"Russia"
"RUS"	"DEATH"	"NBR"	2005	33957	"Russia"
"RUS"	"INJURE"	"NBR"	2001	187790	"Russia"
"RUS"	"INJURE"	"NBR"	2002	215678	"Russia"
"RUS"	"INJURE"	"NBR"	2004	251386	"Russia"
